Issue ID,Description,State,Severity,Story Points,Project Path,Location Kind,Path,Line,Column,Incident ID,Help Link,Assembly Name,Assembly Version,Assembly Public Key,Snippet
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,src\Skoruba.IdentityServer4.Admin.Api\Skoruba.IdentityServer4.Admin.Api.csproj,File,src\Skoruba.IdentityServer4.Admin.Api\Middlewares\AuthenticatedTestRequestMiddleware.cs,25,16,P:System.IdentityModel.Tokens.Jwt.JwtSecurityToken.Claims,,,,,"var claimsIdentity = new ClaimsIdentity(jwt.Claims, JwtBearerDefaults.AuthenticationScheme, JwtClaimTypes.Name, JwtClaimTypes.Role);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,src\Skoruba.IdentityServer4.Admin.Api\Skoruba.IdentityServer4.Admin.Api.csproj,File,src\Skoruba.IdentityServer4.Admin.Api\Middlewares\AuthenticatedTestRequestMiddleware.cs,24,16,T:System.IdentityModel.Tokens.Jwt.JwtSecurityToken,,,,,var jwt = new JwtSecurityToken(token);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,src\Skoruba.IdentityServer4.Admin.Api\Skoruba.IdentityServer4.Admin.Api.csproj,File,src\Skoruba.IdentityServer4.Admin.Api\Middlewares\AuthenticatedTestRequestMiddleware.cs,24,16,M:System.IdentityModel.Tokens.Jwt.JwtSecurityToken.#ctor(System.String),,,,,var jwt = new JwtSecurityToken(token);
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,src\Skoruba.IdentityServer4.Admin.Api\Skoruba.IdentityServer4.Admin.Api.csproj,File,src\Skoruba.IdentityServer4.Admin.Api\Helpers\StartupHelpers.cs,353,12,"M:Microsoft.AspNetCore.Builder.ForwardedHeadersExtensions.UseForwardedHeaders(Microsoft.AspNetCore.Builder.IApplicationBuilder,Microsoft.AspNetCore.Builder.ForwardedHeadersOptions)",,,,,app.UseForwardedHeaders(forwardingOptions);
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,src\Skoruba.IdentityServer4.Admin.Api\Skoruba.IdentityServer4.Admin.Api.csproj,File,src\Skoruba.IdentityServer4.Admin.Api\Helpers\StartupHelpers.cs,350,12,P:Microsoft.AspNetCore.Builder.ForwardedHeadersOptions.KnownNetworks,,,,,forwardingOptions.KnownNetworks.Clear();
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,src\Skoruba.IdentityServer4.Admin.Api\Skoruba.IdentityServer4.Admin.Api.csproj,File,src\Skoruba.IdentityServer4.Admin.Api\Helpers\StartupHelpers.cs,295,16,M:Microsoft.Extensions.Configuration.ConfigurationBinder.Get``1(Microsoft.Extensions.Configuration.IConfiguration),,,,,var databaseProvider = configuration.GetSection(nameof(DatabaseProviderConfiguration)).Get<DatabaseProviderConfiguration>();
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,src\Skoruba.IdentityServer4.Admin.Api\Skoruba.IdentityServer4.Admin.Api.csproj,File,src\Skoruba.IdentityServer4.Admin.Api\Helpers\StartupHelpers.cs,275,12,T:System.Uri,,,,,"var healthChecksBuilder = services.AddHealthChecks()                  .AddDbContextCheck<TConfigurationDbContext>(""ConfigurationDbContext"")                  .AddDbContextCheck<TPersistedGrantDbContext>(""PersistedGrantsDbContext"")                  .AddDbContextCheck<TIdentityDbContext>(""IdentityDbContext"")                  .AddDbContextCheck<TLogDbContext>(""LogDbContext"")                  .AddDbContextCheck<TAuditLoggingDbContext>(""AuditLogDbContext"")                  .AddDbContextCheck<TDataProtectionDbContext>(""DataProtectionDbContext"")                  .AddIdentityServer(new Uri(identityServerUri), ""Identity Server"");"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,src\Skoruba.IdentityServer4.Admin.Api\Skoruba.IdentityServer4.Admin.Api.csproj,File,src\Skoruba.IdentityServer4.Admin.Api\Helpers\StartupHelpers.cs,275,12,M:System.Uri.#ctor(System.String),,,,,"var healthChecksBuilder = services.AddHealthChecks()                  .AddDbContextCheck<TConfigurationDbContext>(""ConfigurationDbContext"")                  .AddDbContextCheck<TPersistedGrantDbContext>(""PersistedGrantsDbContext"")                  .AddDbContextCheck<TIdentityDbContext>(""IdentityDbContext"")                  .AddDbContextCheck<TLogDbContext>(""LogDbContext"")                  .AddDbContextCheck<TAuditLoggingDbContext>(""AuditLogDbContext"")                  .AddDbContextCheck<TDataProtectionDbContext>(""DataProtectionDbContext"")                  .AddIdentityServer(new Uri(identityServerUri), ""Identity Server"");"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,src\Skoruba.IdentityServer4.Admin.Api\Skoruba.IdentityServer4.Admin.Api.csproj,File,src\Skoruba.IdentityServer4.Admin.Api\Helpers\StartupHelpers.cs,199,20,P:Microsoft.AspNetCore.Authentication.JwtBearer.JwtBearerOptions.Audience,,,,,options.Audience = adminApiConfiguration.OidcApiName;
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,src\Skoruba.IdentityServer4.Admin.Api\Skoruba.IdentityServer4.Admin.Api.csproj,File,src\Skoruba.IdentityServer4.Admin.Api\Helpers\StartupHelpers.cs,198,20,P:Microsoft.AspNetCore.Authentication.JwtBearer.JwtBearerOptions.RequireHttpsMetadata,,,,,options.RequireHttpsMetadata = adminApiConfiguration.RequireHttpsMetadata;
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,src\Skoruba.IdentityServer4.Admin.Api\Skoruba.IdentityServer4.Admin.Api.csproj,File,src\Skoruba.IdentityServer4.Admin.Api\Helpers\StartupHelpers.cs,197,20,P:Microsoft.AspNetCore.Authentication.JwtBearer.JwtBearerOptions.Authority,,,,,options.Authority = adminApiConfiguration.IdentityServerBaseUrl;
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,src\Skoruba.IdentityServer4.Admin.Api\Skoruba.IdentityServer4.Admin.Api.csproj,File,src\Skoruba.IdentityServer4.Admin.Api\Helpers\StartupHelpers.cs,187,12,T:Microsoft.AspNetCore.Authentication.JwtBearer.JwtBearerDefaults,,,,,"services.AddAuthentication(options =>                  {                      options.DefaultScheme = JwtBearerDefaults.AuthenticationScheme;                      options.DefaultAuthenticateScheme = JwtBearerDefaults.AuthenticationScheme;                      options.DefaultChallengeScheme = JwtBearerDefaults.AuthenticationScheme;                      options.DefaultSignInScheme = JwtBearerDefaults.AuthenticationScheme;                      options.DefaultForbidScheme = JwtBearerDefaults.AuthenticationScheme;                  })                  .AddJwtBearer(JwtBearerDefaults.AuthenticationScheme, options =>                  {                      options.Authority = adminApiConfiguration.IdentityServerBaseUrl;                      options.RequireHttpsMetadata = adminApiConfiguration.RequireHttpsMetadata;                      options.Audience = adminApiConfiguration.OidcApiName;                  });"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,src\Skoruba.IdentityServer4.Admin.Api\Skoruba.IdentityServer4.Admin.Api.csproj,File,src\Skoruba.IdentityServer4.Admin.Api\Helpers\StartupHelpers.cs,187,12,F:Microsoft.AspNetCore.Authentication.JwtBearer.JwtBearerDefaults.AuthenticationScheme,,,,,"services.AddAuthentication(options =>                  {                      options.DefaultScheme = JwtBearerDefaults.AuthenticationScheme;                      options.DefaultAuthenticateScheme = JwtBearerDefaults.AuthenticationScheme;                      options.DefaultChallengeScheme = JwtBearerDefaults.AuthenticationScheme;                      options.DefaultSignInScheme = JwtBearerDefaults.AuthenticationScheme;                      options.DefaultForbidScheme = JwtBearerDefaults.AuthenticationScheme;                  })                  .AddJwtBearer(JwtBearerDefaults.AuthenticationScheme, options =>                  {                      options.Authority = adminApiConfiguration.IdentityServerBaseUrl;                      options.RequireHttpsMetadata = adminApiConfiguration.RequireHttpsMetadata;                      options.Audience = adminApiConfiguration.OidcApiName;                  });"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,src\Skoruba.IdentityServer4.Admin.Api\Skoruba.IdentityServer4.Admin.Api.csproj,File,src\Skoruba.IdentityServer4.Admin.Api\Helpers\StartupHelpers.cs,193,20,T:Microsoft.AspNetCore.Authentication.JwtBearer.JwtBearerDefaults,,,,,options.DefaultForbidScheme = JwtBearerDefaults.AuthenticationScheme;
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,src\Skoruba.IdentityServer4.Admin.Api\Skoruba.IdentityServer4.Admin.Api.csproj,File,src\Skoruba.IdentityServer4.Admin.Api\Helpers\StartupHelpers.cs,193,20,F:Microsoft.AspNetCore.Authentication.JwtBearer.JwtBearerDefaults.AuthenticationScheme,,,,,options.DefaultForbidScheme = JwtBearerDefaults.AuthenticationScheme;
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,src\Skoruba.IdentityServer4.Admin.Api\Skoruba.IdentityServer4.Admin.Api.csproj,File,src\Skoruba.IdentityServer4.Admin.Api\Helpers\StartupHelpers.cs,192,20,T:Microsoft.AspNetCore.Authentication.JwtBearer.JwtBearerDefaults,,,,,options.DefaultSignInScheme = JwtBearerDefaults.AuthenticationScheme;
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,src\Skoruba.IdentityServer4.Admin.Api\Skoruba.IdentityServer4.Admin.Api.csproj,File,src\Skoruba.IdentityServer4.Admin.Api\Helpers\StartupHelpers.cs,192,20,F:Microsoft.AspNetCore.Authentication.JwtBearer.JwtBearerDefaults.AuthenticationScheme,,,,,options.DefaultSignInScheme = JwtBearerDefaults.AuthenticationScheme;
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,src\Skoruba.IdentityServer4.Admin.Api\Skoruba.IdentityServer4.Admin.Api.csproj,File,src\Skoruba.IdentityServer4.Admin.Api\Helpers\StartupHelpers.cs,191,20,T:Microsoft.AspNetCore.Authentication.JwtBearer.JwtBearerDefaults,,,,,options.DefaultChallengeScheme = JwtBearerDefaults.AuthenticationScheme;
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,src\Skoruba.IdentityServer4.Admin.Api\Skoruba.IdentityServer4.Admin.Api.csproj,File,src\Skoruba.IdentityServer4.Admin.Api\Helpers\StartupHelpers.cs,191,20,F:Microsoft.AspNetCore.Authentication.JwtBearer.JwtBearerDefaults.AuthenticationScheme,,,,,options.DefaultChallengeScheme = JwtBearerDefaults.AuthenticationScheme;
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,src\Skoruba.IdentityServer4.Admin.Api\Skoruba.IdentityServer4.Admin.Api.csproj,File,src\Skoruba.IdentityServer4.Admin.Api\Helpers\StartupHelpers.cs,190,20,T:Microsoft.AspNetCore.Authentication.JwtBearer.JwtBearerDefaults,,,,,options.DefaultAuthenticateScheme = JwtBearerDefaults.AuthenticationScheme;
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,src\Skoruba.IdentityServer4.Admin.Api\Skoruba.IdentityServer4.Admin.Api.csproj,File,src\Skoruba.IdentityServer4.Admin.Api\Helpers\StartupHelpers.cs,190,20,F:Microsoft.AspNetCore.Authentication.JwtBearer.JwtBearerDefaults.AuthenticationScheme,,,,,options.DefaultAuthenticateScheme = JwtBearerDefaults.AuthenticationScheme;
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,src\Skoruba.IdentityServer4.Admin.Api\Skoruba.IdentityServer4.Admin.Api.csproj,File,src\Skoruba.IdentityServer4.Admin.Api\Helpers\StartupHelpers.cs,189,20,T:Microsoft.AspNetCore.Authentication.JwtBearer.JwtBearerDefaults,,,,,options.DefaultScheme = JwtBearerDefaults.AuthenticationScheme;
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,src\Skoruba.IdentityServer4.Admin.Api\Skoruba.IdentityServer4.Admin.Api.csproj,File,src\Skoruba.IdentityServer4.Admin.Api\Helpers\StartupHelpers.cs,189,20,F:Microsoft.AspNetCore.Authentication.JwtBearer.JwtBearerDefaults.AuthenticationScheme,,,,,options.DefaultScheme = JwtBearerDefaults.AuthenticationScheme;
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,src\Skoruba.IdentityServer4.Admin.Api\Skoruba.IdentityServer4.Admin.Api.csproj,File,src\Skoruba.IdentityServer4.Admin.Api\Helpers\StartupHelpers.cs,187,12,T:Microsoft.Extensions.DependencyInjection.JwtBearerExtensions,,,,,"services.AddAuthentication(options =>                  {                      options.DefaultScheme = JwtBearerDefaults.AuthenticationScheme;                      options.DefaultAuthenticateScheme = JwtBearerDefaults.AuthenticationScheme;                      options.DefaultChallengeScheme = JwtBearerDefaults.AuthenticationScheme;                      options.DefaultSignInScheme = JwtBearerDefaults.AuthenticationScheme;                      options.DefaultForbidScheme = JwtBearerDefaults.AuthenticationScheme;                  })                  .AddJwtBearer(JwtBearerDefaults.AuthenticationScheme, options =>                  {                      options.Authority = adminApiConfiguration.IdentityServerBaseUrl;                      options.RequireHttpsMetadata = adminApiConfiguration.RequireHttpsMetadata;                      options.Audience = adminApiConfiguration.OidcApiName;                  });"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,src\Skoruba.IdentityServer4.Admin.Api\Skoruba.IdentityServer4.Admin.Api.csproj,File,src\Skoruba.IdentityServer4.Admin.Api\Helpers\StartupHelpers.cs,187,12,"M:Microsoft.Extensions.DependencyInjection.JwtBearerExtensions.AddJwtBearer(Microsoft.AspNetCore.Authentication.AuthenticationBuilder,System.String,System.Action{Microsoft.AspNetCore.Authentication.JwtBearer.JwtBearerOptions})",,,,,"services.AddAuthentication(options =>                  {                      options.DefaultScheme = JwtBearerDefaults.AuthenticationScheme;                      options.DefaultAuthenticateScheme = JwtBearerDefaults.AuthenticationScheme;                      options.DefaultChallengeScheme = JwtBearerDefaults.AuthenticationScheme;                      options.DefaultSignInScheme = JwtBearerDefaults.AuthenticationScheme;                      options.DefaultForbidScheme = JwtBearerDefaults.AuthenticationScheme;                  })                  .AddJwtBearer(JwtBearerDefaults.AuthenticationScheme, options =>                  {                      options.Authority = adminApiConfiguration.IdentityServerBaseUrl;                      options.RequireHttpsMetadata = adminApiConfiguration.RequireHttpsMetadata;                      options.Audience = adminApiConfiguration.OidcApiName;                  });"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,src\Skoruba.IdentityServer4.Admin.Api\Skoruba.IdentityServer4.Admin.Api.csproj,File,src\Skoruba.IdentityServer4.Admin.Api\Helpers\StartupHelpers.cs,182,12,T:Microsoft.Extensions.DependencyInjection.IdentityEntityFrameworkBuilderExtensions,,,,,"services                  .AddIdentity<TUser, TRole>(options => configuration.GetSection(nameof(IdentityOptions)).Bind(options))                  .AddEntityFrameworkStores<TIdentityDbContext>()                  .AddDefaultTokenProviders();"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,src\Skoruba.IdentityServer4.Admin.Api\Skoruba.IdentityServer4.Admin.Api.csproj,File,src\Skoruba.IdentityServer4.Admin.Api\Helpers\StartupHelpers.cs,182,12,M:Microsoft.Extensions.DependencyInjection.IdentityEntityFrameworkBuilderExtensions.AddEntityFrameworkStores``1(Microsoft.AspNetCore.Identity.IdentityBuilder),,,,,"services                  .AddIdentity<TUser, TRole>(options => configuration.GetSection(nameof(IdentityOptions)).Bind(options))                  .AddEntityFrameworkStores<TIdentityDbContext>()                  .AddDefaultTokenProviders();"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,src\Skoruba.IdentityServer4.Admin.Api\Skoruba.IdentityServer4.Admin.Api.csproj,File,src\Skoruba.IdentityServer4.Admin.Api\Helpers\StartupHelpers.cs,180,12,M:Microsoft.Extensions.Configuration.ConfigurationBinder.Get``1(Microsoft.Extensions.Configuration.IConfiguration),,,,,var adminApiConfiguration = configuration.GetSection(nameof(AdminApiConfiguration)).Get<AdminApiConfiguration>();
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,src\Skoruba.IdentityServer4.Admin.Api\Skoruba.IdentityServer4.Admin.Api.csproj,File,src\Skoruba.IdentityServer4.Admin.Api\Helpers\StartupHelpers.cs,148,12,M:Microsoft.Extensions.Configuration.ConfigurationBinder.Get``1(Microsoft.Extensions.Configuration.IConfiguration),,,,,"var connectionStrings = configuration.GetSection(""ConnectionStrings"").Get<ConnectionStringsConfiguration>();"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,src\Skoruba.IdentityServer4.Admin.Api\Skoruba.IdentityServer4.Admin.Api.csproj,File,src\Skoruba.IdentityServer4.Admin.Api\Helpers\StartupHelpers.cs,147,12,M:Microsoft.Extensions.Configuration.ConfigurationBinder.Get``1(Microsoft.Extensions.Configuration.IConfiguration),,,,,var databaseMigrations = configuration.GetSection(nameof(DatabaseMigrationsConfiguration)).Get<DatabaseMigrationsConfiguration>() ?? new DatabaseMigrationsConfiguration();
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,src\Skoruba.IdentityServer4.Admin.Api\Skoruba.IdentityServer4.Admin.Api.csproj,File,src\Skoruba.IdentityServer4.Admin.Api\Helpers\StartupHelpers.cs,146,12,M:Microsoft.Extensions.Configuration.ConfigurationBinder.Get``1(Microsoft.Extensions.Configuration.IConfiguration),,,,,var databaseProvider = configuration.GetSection(nameof(DatabaseProviderConfiguration)).Get<DatabaseProviderConfiguration>();
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,src\Skoruba.IdentityServer4.Admin.Api\Skoruba.IdentityServer4.Admin.Api.csproj,File,src\Skoruba.IdentityServer4.Admin.Api\Helpers\StartupHelpers.cs,39,12,M:Microsoft.Extensions.Configuration.ConfigurationBinder.Get``1(Microsoft.Extensions.Configuration.IConfiguration),,,,,var auditLoggingConfiguration = configuration.GetSection(nameof(AuditLoggingConfiguration))                  .Get<AuditLoggingConfiguration>();
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,src\Skoruba.IdentityServer4.Admin.Api\Skoruba.IdentityServer4.Admin.Api.csproj,File,src\Skoruba.IdentityServer4.Admin.Api\Configuration\Test\StartupTest.cs,31,12,T:Microsoft.AspNetCore.Authentication.JwtBearer.JwtBearerDefaults,,,,,services.AddAuthentication(options =>              {                  options.DefaultScheme = JwtBearerDefaults.AuthenticationScheme;                  options.DefaultAuthenticateScheme = JwtBearerDefaults.AuthenticationScheme;                  options.DefaultChallengeScheme = JwtBearerDefaults.AuthenticationScheme;                  options.DefaultSignInScheme = JwtBearerDefaults.AuthenticationScheme;                  options.DefaultForbidScheme = JwtBearerDefaults.AuthenticationScheme;              }).AddCookie(JwtBearerDefaults.AuthenticationScheme);
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,src\Skoruba.IdentityServer4.Admin.Api\Skoruba.IdentityServer4.Admin.Api.csproj,File,src\Skoruba.IdentityServer4.Admin.Api\Configuration\Test\StartupTest.cs,31,12,F:Microsoft.AspNetCore.Authentication.JwtBearer.JwtBearerDefaults.AuthenticationScheme,,,,,services.AddAuthentication(options =>              {                  options.DefaultScheme = JwtBearerDefaults.AuthenticationScheme;                  options.DefaultAuthenticateScheme = JwtBearerDefaults.AuthenticationScheme;                  options.DefaultChallengeScheme = JwtBearerDefaults.AuthenticationScheme;                  options.DefaultSignInScheme = JwtBearerDefaults.AuthenticationScheme;                  options.DefaultForbidScheme = JwtBearerDefaults.AuthenticationScheme;              }).AddCookie(JwtBearerDefaults.AuthenticationScheme);
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,src\Skoruba.IdentityServer4.Admin.Api\Skoruba.IdentityServer4.Admin.Api.csproj,File,src\Skoruba.IdentityServer4.Admin.Api\Configuration\Test\StartupTest.cs,37,16,T:Microsoft.AspNetCore.Authentication.JwtBearer.JwtBearerDefaults,,,,,options.DefaultForbidScheme = JwtBearerDefaults.AuthenticationScheme;
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,src\Skoruba.IdentityServer4.Admin.Api\Skoruba.IdentityServer4.Admin.Api.csproj,File,src\Skoruba.IdentityServer4.Admin.Api\Configuration\Test\StartupTest.cs,37,16,F:Microsoft.AspNetCore.Authentication.JwtBearer.JwtBearerDefaults.AuthenticationScheme,,,,,options.DefaultForbidScheme = JwtBearerDefaults.AuthenticationScheme;
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,src\Skoruba.IdentityServer4.Admin.Api\Skoruba.IdentityServer4.Admin.Api.csproj,File,src\Skoruba.IdentityServer4.Admin.Api\Configuration\Test\StartupTest.cs,36,16,T:Microsoft.AspNetCore.Authentication.JwtBearer.JwtBearerDefaults,,,,,options.DefaultSignInScheme = JwtBearerDefaults.AuthenticationScheme;
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,src\Skoruba.IdentityServer4.Admin.Api\Skoruba.IdentityServer4.Admin.Api.csproj,File,src\Skoruba.IdentityServer4.Admin.Api\Configuration\Test\StartupTest.cs,36,16,F:Microsoft.AspNetCore.Authentication.JwtBearer.JwtBearerDefaults.AuthenticationScheme,,,,,options.DefaultSignInScheme = JwtBearerDefaults.AuthenticationScheme;
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,src\Skoruba.IdentityServer4.Admin.Api\Skoruba.IdentityServer4.Admin.Api.csproj,File,src\Skoruba.IdentityServer4.Admin.Api\Configuration\Test\StartupTest.cs,35,16,T:Microsoft.AspNetCore.Authentication.JwtBearer.JwtBearerDefaults,,,,,options.DefaultChallengeScheme = JwtBearerDefaults.AuthenticationScheme;
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,src\Skoruba.IdentityServer4.Admin.Api\Skoruba.IdentityServer4.Admin.Api.csproj,File,src\Skoruba.IdentityServer4.Admin.Api\Configuration\Test\StartupTest.cs,35,16,F:Microsoft.AspNetCore.Authentication.JwtBearer.JwtBearerDefaults.AuthenticationScheme,,,,,options.DefaultChallengeScheme = JwtBearerDefaults.AuthenticationScheme;
